,Top_1_name,Predictions
The_Iron_Bridge,afghanistan,Afghanistan
The_King%27s_Regiment_%28Liverpool%29,united kingdom,United Kingdom
The_Last_Supper_%28Leonardo%29,italy,Italy
The_Legend_of_Zelda_series,japan,Japan
The_Lion%2C_the_Witch_and_the_Wardrobe,united kingdom,United Kingdom
The_Lion_King,south africa,South Africa
The_Lorax,afghanistan,Afghanistan
The_Lord_of_the_Rings,new zealand,New Zealand
The_Lord_of_the_Rings_film_trilogy,new zealand,New Zealand
The_Magic_Flute,austria,Austria
The_Marriage_of_Figaro,italy,Italy
The_Merchant_of_Venice,italy,Italy
The_Mismeasure_of_Man,afghanistan,Afghanistan
The_Old_Man_and_the_Sea,cuba,Cuba
The_Origin_of_Species,united kingdom,United Kingdom
The_Oz_books,australia,Australia
The_Picture_of_Dorian_Gray,ireland,Ireland
The_Pilgrim%27s_Progress,united kingdom,United Kingdom
The_Quatermass_Experiment,united kingdom,United Kingdom
The_Relapse,united kingdom,United Kingdom
The_Rime_of_the_Ancient_Mariner,australia,Australia
The_Rite_of_Spring,russia,Russia
The_Rolling_Stones,,England
The_Seagull,russia,Russia
The_Shawshank_Redemption,united states,United States
The_Simpsons,united states,United States
The_Smiths,,England
The_Supremes,united states,United States
The_Temptations,united states,United States
The_Wall_Street_Journal,united states,United States
The_Waste_Land,united kingdom,United Kingdom
The_West_Wing_%28TV_series%29,united states,United States
The_X-Files,united states,United States
Thiamine,japan,Japan
Third_Servile_War,italy,Italy
Thomas_Aquinas,italy,Italy
Thomas_Becket,united kingdom,United Kingdom
Thomas_Cranmer,afghanistan,Afghanistan
Thomas_Edison,united states,United States
Thomas_Gainsborough,afghanistan,Afghanistan
Thomas_Hobbes,afghanistan,Afghanistan
Thomas_Jefferson,united states,United States.
Thomas_Malthus,afghanistan,Afghanistan
Thomas_More,,England
Thomas_Pynchon,united states,United States
Thomas_Samuel_Kuhn,united states,United States
Thor,,
Thorax,,
Thorium,australia,Australia
Thrasybulus,greece,Greece
Three_Gorges_Dam,china,China
Three_Laws_of_Robotics,,
Three_Mile_Island_accident,united states,United States
Thrush_%28bird%29,india,India
Thucydides,greece,Greece
Thulium,afghanistan,Afghanistan
Thunderstorm,united states,United States
Tiananmen_Square_protests_of_1989,china,China
Tibet,china,China
Tide,afghanistan,Afghanistan
Tiger,australia,Australia
Tiger_shark,australia,Australia
Tiger_Woods,united states,United States
Tigris,iraq,Iraq
Tijuana,mexico,Mexico
Tiktaalik,canada,Canada
Timbuktu,mali,Mali
Time,india,India
Timeline_of_discovery_of_solar_system_planets_and_their_natural_satellites,,
Time_zone,china,China
Timken_1111,united states,United States
Timur,uzbekistan,Uzbekistan
Tim_Berners-Lee,united kingdom,United Kingdom
Tim_Henman,united kingdom,United Kingdom
Tin%28II%29_chloride,afghanistan,Afghanistan
Tin,afghanistan,Afghanistan
Tin_whistle,ireland,Ireland
Tiridates_I_of_Armenia,armenia,Armenia
Titanium,afghanistan,Afghanistan
Titanosauridae,argentina,Argentina
Tobacco,afghanistan,Afghanistan
Tobacco_smoking,united states,United States
Tofu,china,China
Togo,togo,Togo
Tokelau,afghanistan,Afghanistan
Tokyo,japan,Japan
Toluene,afghanistan,Afghanistan
Tom_and_Jerry_%28MGM%29,united states,United States
Tone_cluster,canada,Canada
Tonga,tonga,Tonga
Tony_Blair,united kingdom,United Kingdom
Tooth_development,india,India
Tooth_enamel,afghanistan,Afghanistan
Topology,,
Top_of_the_Pops,united kingdom,United Kingdom
Toraja,indonesia,Indonesia
Tornado,united states,United States
Toronto,canada,Canada
Tottenham_Hotspur_F.C.,,England
Tourette_syndrome,united states,United States
Tourism,australia,Australia
Tour_de_France,france,France
Tower_Bridge,united kingdom,United Kingdom
Tower_of_London,united kingdom,United Kingdom
Toy,united states,United States
Toy_Story,united states,United States
To_Kill_a_Mockingbird,united states,United States
Trabancos_River,spain,Spain
Trade_and_usage_of_saffron,japan,Japan
Trade_union,united kingdom,United Kingdom
Trafalgar_Square,united kingdom,United Kingdom
Train,australia,Australia
Trans-Siberian_Railway,russia,Russia
Transit_of_Venus,china,China
Transport,taiwan,Taiwan
Trapdoor_spider,afghanistan,Afghanistan
Treasure_Island,,Scotland
Treaty_of_Devol,greece,Greece
Treaty_of_Versailles,france,France
Tree,afghanistan,Afghanistan
Treecreeper,afghanistan,Afghanistan
Tree_frog,australia,Australia
Tree_Sparrow,china,China
Trench_warfare,australia,Australia
Triassic,germany,Germany
Triathlon,france,France
Tribe,afghanistan,Afghanistan
Triceratops,united states,United States
Trichinosis,afghanistan,Afghanistan
Triggerplant,australia,Australia
Trigonometric_function,india,India
Trigonometry,india,India
Trimurti,india,India
Trinidad_and_Tobago,,Trinidad and Tobago
Trinity,united kingdom,United Kingdom
Trinity_College%2C_Cambridge,united kingdom,United Kingdom
Trinity_test,united states,United States
Tripitaka,india,India
Tripoli,libya,Libya
Triumph_of_the_Will,germany,Germany
Trobairitz,france,France
Trojan_War,turkey,Turkey.
Troodon,afghanistan,Afghanistan
Troop_sleeper,united states,United States
Tropical_cyclone,australia,Australia
Tropical_Storm_Allison,united states,United States
Tropical_Storm_Ana_%282003%29,bermuda,Bermuda
Tropical_Storm_Bilis_%282006%29,china,China
Tropical_Storm_Bonnie_%282004%29,united states,United States
Tropical_Storm_Chris_%282006%29,bahamas,Bahamas
Tropical_Storm_Danielle_%281992%29,united states,United States
Tropical_Storm_Delta_%282005%29,morocco,Morocco
Tropical_Storm_Franklin_%282005%29,united states,United States
Tropical_Storm_Harvey_%282005%29,united states,United States
Tropical_Storm_Henri_%282003%29,united states,United States
Tropical_Storm_Isabel_%281985%29,afghanistan,Afghanistan
Tropical_Storm_Larry_%282003%29,mexico,Mexico
Tropical_Storm_Lee_%282005%29,united states,United States
Tropical_Storm_Leslie_%282000%29,united states,United States
Tropical_Storm_Matthew_%282004%29,afghanistan,Afghanistan
Tropical_Storm_Odette_%282003%29,dominica,Dominican Republic
Tropical_Storm_Vamei,singapore,Singapore
Tropical_Storm_Zeta_%282005%29,united states,United States
Tropics,philippines,Philippines
Trout,united states,United States
Trumpet,france,France
Tsar_Bomba,russia,Russia
Tsunami,japan,Japan
Tuatara,new zealand,New Zealand
Tuberculosis,india,India
Tufted_Duck,united kingdom,United Kingdom
Tuna,australia,Australia
Tungsten,china,China
Tunis,tunisia,Tunisia
Tunisia,tunisia,Tunisia
Tupac_Shakur,united states,United States
Turin,italy,Italy
Turkey,turkey,Turkey
Turkey_%28bird%29,turkey,Turkey
Turkish_literature,afghanistan,Afghanistan
Turkish_Republic_of_Northern_Cyprus,cyprus,Cyprus
Turkmenistan,turkmenistan,Turkmenistan
Turks_and_Caicos_Islands,,Turks and Caicos Islands
Turmeric,india,India
Turner_syndrome,afghanistan,Afghanistan
Turquoise,iran,Iran
Turtle,australia,Australia
Tutsi,burundi,Burundi
Tuvalu,tuvalu,Tuvalu.
Tycho_Brahe,denmark,Denmark
Typewriter,united states,United States
Typhoon_Ewiniar_%282006%29,china,China
Typhoon_Saomai_%282006%29,china,China
Tyrannosaurus,united states,United States
U.S._Navy_Marine_Mammal_Program,united states,United States
U.S._Open_%28tennis%29,united states,United States
U.S._Route_66,united states,United States.
U.S._state,united states,United States
U2,ireland,Ireland
Ubuntu_%28Linux_distribution%29,south africa,South Africa
Uffington_White_Horse,united kingdom,United Kingdom
Uganda,uganda,Uganda
Ukraine,ukraine,<Ukraine>
Ukulele,,Hawaii
Ulawun,guinea,Papua New Guinea
Ultimatum_game,mongolia,Mongolia
Ultraviolet,australia,Australia
Uluru,australia,Australia
Ulysses_S._Grant,united states,United States
Umbrella_Cockatoo,indonesia,Indonesia
Underground_%28stories%29,japan,Japan
Union_Flag,united kingdom,United Kingdom
Union_Station_%28San_Diego%29,united states,United States
United_Arab_Emirates,united arab emirates,United Arab Emirates
United_for_Peace_and_Justice,united states,United States
United_Kingdom,united kingdom,United Kingdom
United_Kingdom_national_football_team,united kingdom,United Kingdom
United_Malays_National_Organisation,malaysia,Malaysia
United_Nations,united states,United States
United_States,united states,United States
United_States_Bill_of_Rights,united states,United States
United_States_Congress,united states,United States
United_States_Constitution,united states,United States
United_States_Declaration_of_Independence,united states,United States
United_States_dollar,united states,United States
United_States_House_of_Representatives,united states,United States.
United_States_Numbered_Highways,united states,United States
United_States_Senate,united states,United States
United_States_Virgin_Islands,united states,United States
Universe,,
University,,England
University_of_Bristol,united kingdom,United Kingdom
University_of_Cambridge,,England
University_of_Chicago,united states,United States
University_of_Texas_at_Austin,united states,United States
Unix,united states,United States
Ununbium,,
Ununhexium,,
Ununoctium,,
Ununpentium,,
Ununquadium,,
Ununtrium,,
Upsilon_Andromedae,,Andromeda
Upsilon_Andromedae_b,,
Upsilon_Andromedae_c,,
Upsilon_Andromedae_d,,
Uranium,australia,Australia
Uranus,,
Urial,afghanistan,Afghanistan
Ursuline_Convent_Riots,united states,United States
Uruguay,uruguay,Uruguay
USS_Wisconsin_%28BB-64%29,united states,United States
Utilitarianism,,
Utrecht_%28city%29,netherlands,Netherlands
Uzbekistan,uzbekistan,Uzbekistan
Vacutainer,united states,United States
Valpara%C3%ADso,chile,Chile.
Vampire,united states,United States
Vampire_bat,argentina,Argentina
Vanadium,australia,Australia
Vancouver,canada,Canada.
Vanilla,madagascar,Madagascar
Vanuatu,vanuatu,Vanuatu
Van_Halen,united states,United States
Varanasi,india,India
Vasco_da_Gama,portugal,Portugal
Vatican_City,vatican city,Vatican City
Vegetable,afghanistan,Afghanistan
Vegetation,australia,Australia
Velociraptor,mongolia,Mongolia
Venezuela,venezuela,Venezuela
Venn_diagram,united kingdom,United Kingdom
Venus,,
Venus_and_Adonis_%28opera%29,,
Vernon_Kell,united kingdom,United Kingdom
Vertebrate,afghanistan,Afghanistan
Vestigial_structure,afghanistan,Afghanistan
Vicia_faba,afghanistan,Afghanistan
Victoria%2C_Seychelles,seychelles,Seychelles
Victoria_Cross,united kingdom,United Kingdom
Victoria_of_the_United_Kingdom,united kingdom,United Kingdom
Victor_Hugo,france,France
Video,australia,Australia
Vienna,austria,Austria
Vietnam,vietnam,Vietnam
Vietnam_War,vietnam,Vietnam
Viking,norway,Norway
Vinaya,india,India
Vincent_van_Gogh,netherlands,Netherlands
Virgil,italy,Italy
Virginian_Railway,united states,United States
Virtuti_Militari,poland,Poland
Virus,,
Visual_arts,,
Vitamin,australia,Australia
Vitamin_C,australia,Australia
Vitamin_D,australia,Australia
Vitus_Bering,russia,Russia
Vivien_Leigh,india,India
Vladimir_Lenin,russia,Russia
Vodafone,united kingdom,United Kingdom
Volcanic_pipe,australia,Australia
Volcano,japan,Japan
Vole,canada,Canada
Volga_River,russia,Russia
Volleyball,united states,United States
Volt,afghanistan,Afghanistan
Voltaire,france,France
Voting,afghanistan,Afghanistan
Vowel,,
Voynich_manuscript,,
Vulgar_Latin,italy,Italy
Vulture,india,India
W._Mark_Felt,united states,United States
Wader,australia,Australia
Waheguru,afghanistan,Afghanistan
Wake_Island,united states,United States
Wales,,Wales.
Wallaby,australia,Australia
Wallis_and_Futuna,,Wallis and Futuna
Wall_Street,united states,United States
Walrus,afghanistan,Afghanistan
Walter_Raleigh,united kingdom,United Kingdom
Walter_Scott,,Scotland
Walt_Disney,united states,United States
Walt_Whitman,united states,United States
War,armenia,Armenia
Ward_Cunningham,united states,United States
Warren_G._Harding,united states,United States
Warsaw,poland,Poland
Warsaw_Uprising_%281794%29,poland,Poland
Wars_of_Castro,italy,Italy
Wars_of_the_Roses,,England
War_and_Peace,russia,Russia
War_in_Somalia_%282006%E2%80%93present%29,mali,Somalia
War_of_the_League_of_Cambrai,italy,Italy
War_of_the_Spanish_Succession,spain,Spain
Wasabi,japan,Japan
Washington%2C_D.C.,united states,United States
Washington_Metro,united states,United States
Washington_streetcars,united states,United States
Wasp,afghanistan,Afghanistan
Waste_management,canada,Canada
Watch,china,China
Watchmen,united states,United States
Water,greece,Greece
Watercolor_painting,afghanistan,Afghanistan
Water_Buffalo,,Asia
Water_polo,greece,Greece
Water_purification,afghanistan,Afghanistan
Water_resources,india,India
Watling_Street,united kingdom,United Kingdom
Wave%E2%80%93particle_duality,,
Wave,,
Wayne_Rooney,,England
Weakest_Link,united kingdom,United Kingdom
Weapon,china,China
Weasel,afghanistan,Afghanistan
Weather,australia,Australia
Weather_forecasting,australia,Australia
Weather_map,united states,United States
Weed,,
Weight_training,india,India
Weimar_Republic,germany,Germany
Welding,india,India
Wellington,new zealand,New Zealand
Welsh_law,united kingdom,United Kingdom
Wernher_von_Braun,united states,United States
Wessex,united kingdom,United Kingdom
Western_Front_%28World_War_I%29,france,France
Western_painting,france,France
Western_Roman_Empire,italy,Italy
Western_Sahara,western sahara,Western Sahara
Westminster_Abbey,united kingdom,United Kingdom
Westminster_System,united kingdom,United Kingdom
Weston-super-Mare,united kingdom,United Kingdom
Westport_Country_Playhouse,united states,United States
West_Bank,israel,Israel
West_Flemish,belgium,Belgium
West_Virginia,united states,United States.
Weyauwega_derailment,united states,United States
Weymouth,united kingdom,United Kingdom
Weyto_language,ethiopia,Ethiopia
Whale,australia,Australia
Whale_shark,afghanistan,Afghanistan
Whale_song,australia,Australia
Wheat,china,China
Where_Did_Our_Love_Go,united states,United States
Whipworm,afghanistan,Afghanistan
White%27s_Tree_Frog,australia,Australia
White-tailed_Eagle,norway,Norway
Whitethroat,afghanistan,Afghanistan
White_cliffs_of_Dover,united kingdom,United Kingdom
White_Mountain_art,united states,United States
White_Wagtail,afghanistan,Afghanistan
Whitney_Joins_The_JAMs,united kingdom,United Kingdom
Whooping_Crane,canada,Canada
Wigeon,afghanistan,Afghanistan
Wikimedia_Foundation,united states,United States
Wikinews,united states,United States
Wikipedia,united states,United States
Wikipedia_Text_of_the_GNU_Free_Documentation_License,united states,United States
Wikisource,united states,United States
Wikispecies,afghanistan,Afghanistan
Wildebeest,south africa,South Africa
Wild_cat,france,<France>
Willem_Barents,russia,Russia
William_and_Mary,united kingdom,United Kingdom
William_Butler_Yeats,ireland,Ireland
William_Edington,afghanistan,Afghanistan
William_Ewart_Gladstone,united kingdom,United Kingdom
William_Gilbert,united kingdom,United Kingdom
William_Gladstone,united kingdom,United Kingdom
William_Harvey,afghanistan,Afghanistan
William_Henry_Harrison,united states,United States
William_Hogarth,united kingdom,United Kingdom
William_Howard_Taft,united states,United States
William_III_of_England,united kingdom,United Kingdom
William_II_of_England,,England
William_IV_of_the_United_Kingdom,united kingdom,United Kingdom
William_I_of_England,afghanistan,Afghanistan
William_Mahone,united states,United States
William_McKinley,united states,United States
William_N._Page,united states,United States
William_Pitt_the_Younger,united kingdom,United Kingdom
William_Renshaw,united kingdom,United Kingdom
William_Shakespeare,,England
William_Tecumseh_Sherman,united states,United States
William_the_Silent,netherlands,Netherlands
William_Thomson%2C_1st_Baron_Kelvin,ireland,Ireland
William_Wilberforce,united kingdom,United Kingdom
Wind,united states,United States
Windows_2000,united states,United States
Windows_Vista,united states,United States
Windows_XP,united states,United States
Windsor_Castle,united kingdom,United Kingdom
Wine,italy,Italy
Winfield_Scott_%28ship%29,afghanistan,Afghanistan
Winfield_Scott_Hancock,united states,United States
Winston_Churchill,united kingdom,United Kingdom
Winston_Tunnel,united states,United States
Winter,afghanistan,Afghanistan
Witold_Pilecki,poland,Poland
Wolfgang_Amadeus_Mozart,austria,Austria
Wolf_Brother,united kingdom,United Kingdom
Wolverine,russia,Russia
Wombat,australia,Australia
Women%27s_rights,afghanistan,Afghanistan
Wood,afghanistan,Afghanistan
Woodpecker,poland,Poland
Woodrow_Wilson,united states,United States
Woodruff,australia,Australia
Woodworking,germany,Germany
Wood_fuel,afghanistan,Afghanistan
Wood_Pigeon,afghanistan,Afghanistan
WorkChoices,australia,Australia
Working_poor,united states,United States
Work_%28thermodynamics%29,afghanistan,Afghanistan
World_Bank_Group,united states,United States
World_Health_Organization,switzerland,Switzerland
World_Heritage_Site,china,China
World_Trade_Organization,switzerland,Switzerland
World_War_I,france,France
World_War_II,united kingdom,United Kingdom
World_Wide_Web,switzerland,Switzerland
Worm,,
Wowpurchase,,
Wren,afghanistan,Afghanistan
Wrench,afghanistan,Afghanistan
Wrestling,afghanistan,Afghanistan
Wright_brothers,united states,United States
Writing,china,China
WTA_Tour_Championships,spain,Spain
Wyndham_Robertson,afghanistan,Afghanistan
X-Men__The_Last_Stand,canada,Canada
Xanadu_House,united states,United States
Xenon,finland,Finland
X_Window_core_protocol,,
X_Window_System,united states,United States
X_Window_System_protocols_and_architecture,united states,United States
Yagan,australia,Australia
Yak,china,China
Yamoussoukro,,Côte d'Ivoire
Yangtze_River,china,China
Yarralumla%2C_Australian_Capital_Territory,australia,Australia
Yeast,,
Yellowhammer,afghanistan,Afghanistan
Yellowstone_National_Park,united states,United States
Yellow_fever,brazil,Brazil
Yellow_River,china,China
Yemen,yemen,Yemen
Yenisei_River,russia,Russia
Yes_Minister,united kingdom,United Kingdom
Yeti,nepal,Nepal
Yom_Kippur_War,israel,Israel
York,united kingdom,United Kingdom
Yorkshire_Dales,,England
Yotsuya_Kaidan,japan,Japan
You%27re_Still_the_One,canada,Canada
Ytterbium,,
Yttrium,afghanistan,Afghanistan
Yugoslavia,serbia,Serbia
Yungay%2C_Peru,peru,Peru
Yuri_Gagarin,russia,Russia
Yuri_Knorosov,russia,Russia
Z%C3%BCrich,switzerland,Switzerland
Zachary_Taylor,united states,United States
Zambezi,zambia,Zambia
Zambia,zambia,Zambia
Zara_Yaqob,ethiopia,Ethiopia
Zebra,botswana,Botswana
Zebra_shark,australia,Australia
Zeus,greece,Greece
Zhang_Qian,china,China
Zheng_He,china,China
Ziad_Jarrah,lebanon,Lebanon
Zimbabwe,zimbabwe,Zimbabwe
Zinc,afghanistan,Afghanistan
Zinc_chloride,afghanistan,Afghanistan
Zionism,israel,Israel
Zion_National_Park,united states,United States
Zirconium,australia,Australia
Zoroaster,iran,Iran
Zuid-Gelders,netherlands,Netherlands
Zulu,south africa,South Africa
ZX_Spectrum,united kingdom,United Kingdom
