,Top_1_name,Predictions
William_and_Mary,united kingdom,United Kingdom
William_Butler_Yeats,ireland,Ireland
William_Edington,,England
William_Ewart_Gladstone,united kingdom,United Kingdom
William_Gilbert,,England
William_Gladstone,united kingdom,United Kingdom
William_Harvey,,England
William_Henry_Harrison,,USA.
William_Hogarth,,England
William_Howard_Taft,united states,United States
William_III_of_England,,England
William_II_of_England,,England
William_IV_of_the_United_Kingdom,united kingdom,United Kingdom
William_I_of_England,,England
William_Mahone,,USA.
William_McKinley,,USA.
William_N._Page,united states,United States
William_Pitt_the_Younger,united kingdom,United Kingdom
William_Renshaw,united kingdom,United Kingdom
William_Shakespeare,,England
William_Tecumseh_Sherman,united states,United States
William_the_Silent,netherlands,Netherlands
William_Thomson%2C_1st_Baron_Kelvin,,Scotland
William_Wilberforce,,England
Wind,united states,United States.
Windows_2000,united states,United States
Windows_Vista,,None
Windows_XP,united states,United States
Windsor_Castle,,England
Wine,france,France
Winfield_Scott_%28ship%29,united states,United States.
Winfield_Scott_Hancock,united states,United States.
Winston_Churchill,united kingdom,United Kingdom
Winston_Tunnel,united states,United States.
Winter,germany,Germany
Witold_Pilecki,poland,Poland
Wolfgang_Amadeus_Mozart,austria,Austria
Wolf_Brother,united kingdom,United Kingdom
Wolverine,canada,Canada
Wombat,australia,Australia
Women%27s_rights,india,India
Wood,united kingdom,United Kingdom
Woodpecker,,None
Woodrow_Wilson,,USA.
Woodruff,australia,Australia
Woodworking,germany,Germany
Wood_fuel,united states,United States.
Wood_Pigeon,united kingdom,United Kingdom
WorkChoices,australia,Australia
Working_poor,united states,United States.
Work_%28thermodynamics%29,united kingdom,United Kingdom
World_Bank_Group,united states,United States.
World_Health_Organization,switzerland,Switzerland
World_Heritage_Site,china,China.
World_Trade_Organization,switzerland,Switzerland
World_War_I,france,France
World_War_II,united kingdom,United Kingdom
World_Wide_Web,switzerland,Switzerland
Worm,,None
Wowpurchase,,None
Wren,,None
Wrench,,None
Wrestling,united states,United States.
Wright_brothers,united states,United States
Writing,china,China
WTA_Tour_Championships,spain,Spain
Wyndham_Robertson,united states,United States.
X-Men__The_Last_Stand,united states,United States
Xanadu_House,united states,United States
Xenon,,None
X_Window_core_protocol,united states,United States
X_Window_System,united states,United States
X_Window_System_protocols_and_architecture,,None
Yagan,australia,Australia
Yak,,Tibet.
Yamoussoukro,,Côte d'Ivoire
Yangtze_River,china,China
Yarralumla%2C_Australian_Capital_Territory,australia,Australia
Yeast,,None
Yellowhammer,,None
Yellowstone_National_Park,,USA
Yellow_fever,,South America.
Yellow_River,china,China
Yemen,yemen,Yemen
Yenisei_River,russia,Russia
Yes_Minister,united kingdom,United Kingdom
Yeti,nepal,Nepal
Yom_Kippur_War,israel,Israel
York,,England.
Yorkshire_Dales,,England
Yotsuya_Kaidan,japan,Japan
You%27re_Still_the_One,canada,Canada
Ytterbium,,None
Yttrium,sweden,Sweden
Yugoslavia,serbia,Serbia
Yungay%2C_Peru,peru,Peru
Yuri_Gagarin,russia,Russia
Yuri_Knorosov,russia,Russia
Z%C3%BCrich,switzerland,Switzerland.
Zachary_Taylor,united states,United States.
Zambezi,zambia,Zambia
Zambia,zambia,Zambia.
Zara_Yaqob,ethiopia,Ethiopia
Zebra,south africa,South Africa
Zebra_shark,,None
Zeus,greece,Greece
Zhang_Qian,china,China
Zheng_He,china,China
Ziad_Jarrah,lebanon,Lebanon
Zimbabwe,zimbabwe,Zimbabwe.
Zinc,,None
Zinc_chloride,,None
Zionism,israel,Israel
Zion_National_Park,,USA.
Zirconium,australia,Australia
Zoroaster,iran,Iran
Zuid-Gelders,netherlands,Netherlands
Zulu,south africa,South Africa
ZX_Spectrum,united kingdom,United Kingdom
